CASEID,DIARYDAY,TRAVEL_DUR,TRAVEL_WORK_DUR,TRAVEL_SOCO_DUR,TRAVEL_ENT_DUR,TRAVEL_EXE_DUR,OTHER_TRAVEL_DUR,EXE_DUR,ALONE_EXE_DUR,GROUP_EXE_DUR,INT_DUR,ALONE_INT_DUR,GROUP_INT_DUR,WORK_DUR,ALONE_WORK_DUR,GROUP_WORK_DUR,LEI_DUR,ALONE_LEI_DUR,GROUP_LEI_DUR,SLEEP_DUR,OTHER_DUR,AGE,SEX,EDU,EMP_STAT,HOUSE,INC,CHILDREN,ADULT
2.02E+13,2,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,197,0,197,540,693,69,2,42,5,1,13,0,1
2.02E+13,1,60,0,50,0,0,10,0,0,0,0,0,0,0,0,0,455,235,220,660,265,34,2,40,1,1,12,0,1
2.02E+13,7,0,0,0,0,0,0,300,0,300,0,0,0,0,0,0,240,60,180,760,140,73,1,40,5,1,11,0,2
2.02E+13,6,60,60,0,0,0,0,0,0,0,0,0,0,530,0,530,220,220,0,540,90,18,1,38,1,5,15,1,2
2.02E+13,2,50,50,0,0,0,0,0,0,0,0,0,0,525,0,525,385,385,0,330,150,25,2,44,1,1,14,0,1
2.02E+13,3,312,0,0,0,0,312,0,0,0,0,0,0,0,0,0,135,135,0,430,563,80,1,42,5,6,11,0,1
2.02E+13,4,150,100,0,0,0,50,20,20,0,0,0,0,450,0,450,295,0,295,390,135,38,1,43,1,1,11,0,2
2.02E+13,2,0,0,0,0,0,0,0,0,0,0,0,0,480,420,60,0,0,0,620,340,45,2,43,1,1,11,2,1
2.02E+13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825,825,0,600,15,31,1,42,1,1,10,0,1
2.02E+13,3,150,150,0,0,0,0,0,0,0,120,0,120,545,115,430,140,0,140,450,35,71,2,43,1,1,11,0,2
2.02E+13,6,0,0,0,0,0,0,0,0,0,30,30,0,225,225,0,450,0,450,525,210,53,2,39,1,1,14,0,2
2.02E+13,5,90,90,0,0,0,0,0,0,0,0,0,0,570,570,0,120,0,120,530,130,80,1,46,1,1,16,0,2
2.02E+13,5,285,0,0,0,0,285,0,0,0,0,0,0,0,0,0,165,45,120,540,450,62,2,44,5,1,15,0,2
2.02E+13,1,20,0,0,0,0,20,30,0,30,0,0,0,0,0,0,460,260,200,630,300,16,2,35,5,1,16,4,2
2.02E+13,3,178,15,0,0,0,163,0,0,0,0,0,0,479,0,479,0,0,0,487,296,43,2,43,1,1,14,3,2
2.02E+13,5,8,0,0,0,8,0,90,90,0,0,0,0,0,0,0,292,172,120,720,330,36,1,44,1,1,16,0,2
2.02E+13,1,0,0,0,0,0,0,120,120,0,0,0,0,0,0,0,525,525,0,725,70,71,1,32,5,1,10,0,2
2.02E+13,2,240,0,0,0,0,240,0,0,0,0,0,0,0,0,0,180,0,180,445,575,77,1,37,5,1,11,0,2
2.02E+13,4,185,10,0,0,0,175,0,0,0,0,0,0,275,275,0,194,125,69,549,237,45,2,44,1,1,16,2,2
2.02E+13,5,80,80,0,0,0,0,45,45,0,0,0,0,590,65,525,0,0,0,515,210,52,2,44,1,1,15,0,2
2.02E+13,4,37,0,0,0,0,37,0,0,0,80,80,0,0,0,0,395,395,0,390,538,40,2,40,1,1,9,1,2
2.02E+13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,930,64,2,39,5,1,13,0,3
2.02E+13,1,40,0,10,0,5,25,35,0,35,120,120,0,0,0,0,260,210,50,578,407,77,2,40,5,1,13,0,2
2.02E+13,1,4,4,0,0,0,0,0,0,0,0,0,0,578,0,578,0,0,0,808,50,40,1,33,1,1,9,2,2
2.02E+13,1,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,405,0,405,450,555,78,2,39,5,1,12,0,2
2.02E+13,1,82,0,0,0,0,82,0,0,0,0,0,0,0,0,0,448,0,448,570,340,64,2,45,5,1,12,0,2
2.02E+13,1,89,0,7,0,0,82,10,10,0,0,0,0,0,0,0,281,221,60,570,490,71,2,39,5,1,7,0,1
2.02E+13,3,85,0,0,0,0,85,0,0,0,0,0,0,0,0,0,372,205,167,780,203,80,1,46,5,1,15,0,2
2.02E+13,1,110,0,25,0,0,85,0,0,0,50,50,0,0,0,0,599,0,599,480,201,63,2,39,5,1,12,0,2
2.02E+13,2,70,0,0,0,0,70,0,0,0,0,0,0,0,0,0,417,393,24,698,255,65,1,39,2,1,7,0,1
2.02E+13,1,70,0,0,60,0,10,0,0,0,0,0,0,0,0,0,260,0,260,540,570,57,1,42,1,1,14,0,2
2.02E+13,2,68,0,0,0,0,68,0,0,0,120,120,0,0,0,0,240,240,0,657,355,80,1,44,5,1,13,0,2
2.02E+13,1,0,0,0,0,0,0,60,60,0,0,0,0,0,0,0,480,480,0,570,330,74,1,44,5,1,15,0,2
2.02E+13,1,145,0,85,0,0,60,0,0,0,0,0,0,0,0,0,425,110,315,540,330,67,2,44,5,1,16,0,2
2.02E+13,1,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,240,240,0,772,418,71,2,40,5,1,12,0,2
2.02E+13,3,182,0,0,0,30,152,50,20,30,195,195,0,405,405,0,35,35,0,360,213,35,1,43,1,1,13,0,1
2.02E+13,2,22,0,12,0,0,10,0,0,0,60,0,60,0,0,0,211,5,206,499,648,30,1,43,2,1,16,2,2
2.02E+13,1,50,0,0,0,10,40,90,0,90,0,0,0,240,240,0,210,0,210,300,550,62,1,43,1,1,16,0,2
2.02E+13,3,35,35,0,0,0,0,0,0,0,0,0,0,495,0,495,120,120,0,560,230,56,1,44,1,1,13,0,3
2.02E+13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,780,0,570,90,63,2,43,5,1,5,0,1
2.02E+13,1,70,0,0,0,25,45,275,90,185,60,60,0,0,0,0,175,100,75,585,275,58,2,43,1,1,15,0,3
2.02E+13,3,63,30,0,0,33,0,45,45,0,0,0,0,405,0,405,90,60,30,622,215,50,1,39,1,1,11,0,1
2.02E+13,1,73,0,53,0,0,20,0,0,0,0,0,0,0,0,0,422,0,422,720,225,64,2,40,5,1,8,0,1
2.02E+13,3,0,0,0,0,0,0,0,0,0,0,0,0,480,480,0,150,0,150,530,280,45,2,43,1,1,15,0,2
2.02E+13,1,180,0,0,0,0,180,0,0,0,0,0,0,0,0,0,475,90,385,540,245,67,1,43,5,1,15,0,2
2.02E+13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,910,0,910,450,80,69,1,39,5,1,12,0,2
2.02E+13,1,185,0,0,0,0,185,0,0,0,0,0,0,0,0,0,420,0,420,460,375,52,1,44,2,1,16,1,3
2.02E+13,2,125,0,0,0,0,125,0,0,0,30,0,30,0,0,0,215,30,185,560,510,39,2,41,5,1,16,6,3
2.02E+13,1,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,790,790,0,540,95,65,2,39,5,1,8,0,2
2.02E+13,1,30,0,0,0,0,30,0,0,0,60,60,0,0,0,0,360,0,360,795,195,58,2,40,1,1,16,1,0
2.02E+13,1,120,0,0,0,0,120,90,90,0,0,0,0,0,0,0,420,240,180,360,450,71,1,43,5,1,7,0,1
2.02E+13,3,42,0,0,0,0,42,165,165,0,0,0,0,0,0,0,710,710,0,443,80,72,1,39,5,1,5,0,2
2.02E+13,1,60,0,0,0,0,60,0,0,0,0,0,0,0,0,0,193,0,193,630,557,44,2,43,5,1,16,2,2
2.02E+13,1,87,0,0,0,0,87,0,0,0,0,0,0,30,30,0,195,75,120,545,583,43,1,40,1,1,16,1,3
2.02E+13,2,40,20,0,0,20,0,60,60,0,0,0,0,690,690,0,0,0,0,620,30,22,1,40,1,1,16,1,4
2.02E+13,3,45,0,0,0,0,45,0,0,0,0,0,0,0,0,0,270,270,0,525,600,59,1,39,5,1,12,0,2
2.02E+13,1,120,120,0,0,0,0,0,0,0,0,0,0,270,0,270,85,0,85,690,275,58,1,44,1,1,15,0,2
2.02E+13,3,58,15,0,0,0,43,30,30,0,60,60,0,170,10,160,120,120,0,792,210,21,2,41,1,1,3,0,1
2.02E+13,3,75,10,0,0,0,65,65,65,0,60,60,0,405,405,0,30,0,30,483,322,49,1,44,1,1,14,3,1
2.02E+13,1,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,235,0,235,510,685,28,1,43,1,1,15,2,2
2.02E+13,1,9,0,0,0,1,8,120,0,120,0,0,0,0,0,0,180,0,180,509,622,64,1,40,5,1,9,0,2
2.02E+13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,0,570,660,210,80,1,32,5,1,4,0,2
2.02E+13,2,52,0,0,0,0,52,0,0,0,15,10,5,0,0,0,449,165,284,515,409,75,1,39,5,1,11,0,2
2.02E+13,3,92,92,0,0,0,0,0,0,0,10,10,0,303,0,303,250,149,101,555,230,55,1,40,1,5,10,0,2
2.02E+13,3,20,0,0,0,0,20,0,0,0,215,215,0,0,0,0,240,240,0,540,425,22,2,39,1,1,12,0,4
2.02E+13,1,72,0,0,0,2,70,60,0,60,0,0,0,0,0,0,90,0,90,655,563,39,1,39,1,1,15,2,2
2.02E+13,2,35,0,0,0,15,20,120,120,0,120,120,0,0,0,0,0,0,0,460,705,17,2,36,5,1,9,2,2
2.02E+13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1220,0,1220,210,10,73,1,36,5,5,5,0,3
2.02E+13,2,45,0,0,0,0,45,0,0,0,0,0,0,0,0,0,379,0,379,525,491,68,2,38,5,1,9,0,2
2.02E+13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,700,120,600,20,66,2,41,1,5,11,0,2
2.02E+13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,350,515,450,125,70,1,39,5,1,13,0,2
2.02E+13,2,34,15,0,0,0,19,135,135,0,0,0,0,585,585,0,10,0,10,429,247,59,1,43,1,1,16,0,2
2.02E+13,1,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,315,180,135,600,505,32,2,43,4,1,12,2,1
2.02E+13,1,0,0,0,0,0,0,0,0,0,0,0,0,675,345,330,0,0,0,555,210,30,1,39,1,1,11,1,2
2.02E+13,1,230,0,0,0,0,230,0,0,0,0,0,0,0,0,0,530,530,0,630,50,41,2,44,1,1,14,0,1
2.02E+13,1,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,725,605,120,600,90,68,2,39,5,1,10,0,1
2.02E+13,1,0,0,0,0,0,0,150,120,30,0,0,0,0,0,0,2,2,0,1154,134,21,1,39,1,1,11,0,2
2.02E+13,1,123,55,0,0,0,68,0,0,0,0,0,0,420,420,0,0,0,0,868,29,26,1,39,1,1,7,0,1
2.02E+13,7,0,0,0,0,0,0,100,100,0,25,25,0,0,0,0,175,175,0,950,190,69,2,39,5,1,9,0,1
2.02E+13,4,40,40,0,0,0,0,0,0,0,0,0,0,460,460,0,60,0,60,480,400,51,1,43,1,1,15,1,2
2.02E+13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,0,630,630,180,74,2,39,1,1,11,0,2
2.02E+13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,450,0,660,330,68,2,39,5,1,4,0,1
2.02E+13,1,90,0,15,0,0,75,75,0,75,0,0,0,0,0,0,165,0,165,630,480,38,1,43,1,1,15,2,2
2.02E+13,6,10,0,0,0,0,10,60,60,0,0,0,0,0,0,0,295,295,0,540,535,75,2,40,5,1,14,0,1
2.02E+13,7,100,0,0,0,0,100,0,0,0,60,0,60,0,0,0,365,0,365,575,340,41,2,42,1,1,14,2,2
2.02E+13,3,30,0,30,0,0,0,0,0,0,0,0,0,450,450,0,225,0,225,505,230,42,1,40,1,1,16,0,5
2.02E+13,2,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,470,470,0,790,150,80,2,43,5,1,5,0,1
2.02E+13,7,155,0,75,0,0,80,0,0,0,0,0,0,0,0,0,310,55,255,555,420,85,2,42,5,1,11,0,1
2.02E+13,5,60,60,0,0,0,0,30,30,0,0,0,0,475,475,0,270,270,0,450,155,43,1,43,1,1,14,0,2
2.02E+13,5,16,16,0,0,0,0,0,0,0,0,0,0,447,447,0,120,0,120,622,235,35,2,46,1,1,15,0,2
2.02E+13,6,135,0,0,0,0,135,10,10,0,0,0,0,0,0,0,60,60,0,420,815,18,2,40,1,1,15,2,5
2.02E+13,6,90,0,0,0,0,90,0,0,0,0,0,0,0,0,0,357,357,0,780,213,70,2,40,5,1,4,0,1
2.02E+13,1,37,0,37,0,0,0,0,0,0,0,0,0,0,0,0,673,90,583,645,85,57,1,33,2,1,6,0,1
2.02E+13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835,835,0,540,65,85,1,39,5,1,6,0,2
2.02E+13,4,75,0,0,0,0,75,0,0,0,255,180,75,0,0,0,330,60,270,570,210,54,1,43,1,1,16,0,2
2.02E+13,1,45,0,0,0,0,45,0,0,0,0,0,0,225,225,0,120,0,120,585,465,55,1,43,1,1,16,0,2
2.02E+13,7,80,0,0,0,0,80,0,0,0,0,0,0,0,0,0,415,0,415,780,165,66,1,39,1,1,6,0,2
2.02E+13,7,0,0,0,0,0,0,0,0,0,180,60,120,0,0,0,260,20,240,695,305,56,2,43,1,1,8,0,1
2.02E+13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,95,0,615,730,23,2,43,5,1,15,0,2
2.02E+13,7,145,0,0,120,0,25,60,60,0,10,10,0,0,0,0,60,60,0,720,445,76,1,36,5,1,6,0,1
2.02E+13,5,150,150,0,0,0,0,0,0,0,0,0,0,510,510,0,119,119,0,561,100,56,1,40,1,1,16,0,1
2.02E+13,7,70,0,0,0,0,70,0,0,0,0,0,0,0,0,0,445,445,0,510,415,67,2,40,5,5,8,0,1
2.02E+13,6,65,35,0,0,0,30,0,0,0,70,70,0,480,0,480,90,90,0,420,315,64,2,40,1,1,14,0,2
2.02E+13,1,45,0,0,0,0,45,0,0,0,265,265,0,0,0,0,280,0,280,540,310,25,2,39,1,1,10,3,4
2.02E+13,1,20,0,0,0,20,0,60,40,20,60,60,0,0,0,0,115,0,115,535,650,33,1,40,1,12,6,1,2
2.02E+13,2,80,0,80,0,0,0,0,0,0,0,0,0,0,0,0,470,350,120,715,175,53,2,39,5,1,6,0,1
2.02E+13,5,60,10,0,0,20,30,90,0,90,0,0,0,290,0,290,60,60,0,730,210,59,2,43,1,1,15,0,1
2.02E+13,3,20,5,5,0,5,5,60,0,60,0,0,0,498,0,498,195,145,50,470,197,50,2,44,1,1,16,2,2
2.02E+13,3,77,45,0,0,0,32,0,0,0,0,0,0,465,0,465,300,300,0,426,172,50,1,39,1,1,10,3,1
2.02E+13,1,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,355,0,355,720,315,17,2,37,5,1,14,2,4
2.02E+13,1,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,600,810,63,1,46,1,1,11,0,2
2.02E+13,1,85,0,0,0,0,85,20,20,0,0,0,0,0,0,0,150,45,105,555,630,49,2,44,1,1,16,0,3
2.02E+13,1,60,0,0,0,0,60,0,0,0,0,0,0,0,0,0,545,0,545,630,205,34,2,33,5,1,7,3,2
2.02E+13,7,103,0,0,0,0,103,0,0,0,10,10,0,0,0,0,316,316,0,706,305,70,2,40,1,1,14,0,1
2.02E+13,7,65,0,0,0,0,65,0,0,0,0,0,0,0,0,0,180,180,0,850,345,37,2,44,1,1,16,0,1
2.02E+13,5,70,10,0,0,0,60,0,0,0,0,0,0,210,210,0,75,60,15,615,470,55,1,43,1,1,16,2,2
2.02E+13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,300,540,600,31,2,40,1,1,16,0,2
2.02E+13,1,28,0,0,0,0,28,0,0,0,107,107,0,0,0,0,30,30,0,587,688,53,2,44,1,1,12,1,1
2.02E+13,7,175,0,95,0,0,80,0,0,0,0,0,0,0,0,0,410,120,290,690,165,58,2,43,1,1,12,1,1
2.02E+13,6,120,0,0,0,30,90,120,0,120,0,0,0,0,0,0,160,0,160,330,710,38,1,42,1,1,16,4,2
2.02E+13,4,135,60,30,0,0,45,0,0,0,0,0,0,525,525,0,80,0,80,445,255,64,2,43,1,1,11,0,2
2.02E+13,5,32,11,0,0,0,21,30,0,30,0,0,0,699,699,0,44,0,44,440,195,59,1,46,1,1,16,1,2
2.02E+13,7,30,0,0,0,0,30,0,0,0,215,215,0,0,0,0,405,405,0,520,270,85,2,39,5,1,12,0,3
2.02E+13,7,0,0,0,0,0,0,60,0,60,0,0,0,0,0,0,380,0,380,520,480,30,2,44,1,1,10,0,2
2.02E+13,7,0,0,0,0,0,0,45,0,45,0,0,0,0,0,0,645,285,360,450,300,50,1,39,1,1,12,1,3
2.02E+13,4,140,0,15,0,0,125,0,0,0,450,450,0,0,0,0,30,20,10,539,281,17,1,37,1,1,16,2,2
2.02E+13,3,0,0,0,0,0,0,0,0,0,0,0,0,480,480,0,120,120,0,820,20,27,2,41,2,1,5,0,2
2.02E+13,1,40,0,0,0,0,40,20,20,0,0,0,0,0,0,0,465,465,0,765,150,66,1,42,5,1,12,0,1
2.02E+13,4,70,30,40,0,0,0,0,0,0,0,0,0,510,0,510,155,60,95,530,175,68,1,32,1,1,11,0,2
2.02E+13,4,120,120,0,0,0,0,0,0,0,0,0,0,570,0,570,90,0,90,540,120,60,1,39,1,1,11,0,2
2.02E+13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,240,15,885,300,58,1,44,2,1,13,0,3
2.02E+13,6,145,120,0,0,0,25,0,0,0,0,0,0,525,0,525,90,0,90,475,205,33,1,39,1,1,14,2,2
2.02E+13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,0,550,570,320,74,1,43,5,1,15,0,2
2.02E+13,7,35,35,0,0,0,0,0,0,0,0,0,0,495,0,495,0,0,0,370,540,56,2,39,1,1,12,0,1
2.02E+13,7,0,0,0,0,0,0,0,0,0,121,0,121,0,0,0,748,490,258,510,61,80,1,40,5,1,13,0,2
2.02E+13,1,20,0,0,0,0,20,0,0,0,5,5,0,0,0,0,90,90,0,690,635,85,1,40,5,1,6,0,1
2.02E+13,1,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,310,0,310,615,465,65,2,33,5,1,13,0,3
2.02E+13,1,4,0,0,0,0,4,0,0,0,396,396,0,0,0,0,120,0,120,660,260,55,2,43,1,1,14,0,3
2.02E+13,1,60,0,0,0,0,60,0,0,0,0,0,0,15,0,15,660,0,660,135,570,64,2,40,1,1,13,0,2
2.02E+13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,300,549,591,43,2,43,4,1,16,0,2
2.02E+13,1,65,0,0,0,0,65,0,0,0,103,103,0,0,0,0,163,0,163,572,537,33,2,43,1,1,14,1,2
2.02E+13,1,25,15,0,0,0,10,30,0,30,0,0,0,300,0,300,425,25,400,435,225,65,2,40,1,5,10,0,1
2.02E+13,1,705,0,0,0,0,705,0,0,0,10,0,10,10,0,10,0,0,0,420,295,41,2,44,2,1,15,3,2
2.02E+13,7,75,0,0,0,0,75,240,180,60,0,0,0,0,0,0,90,90,0,465,570,44,1,43,1,1,13,1,1
2.02E+13,4,40,0,0,0,0,40,80,80,0,0,0,0,0,0,0,180,120,60,530,610,47,2,43,5,1,16,1,2
2.02E+13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,400,630,410,63,2,43,5,5,14,0,2
2.02E+13,3,50,0,0,0,0,50,30,0,30,0,0,0,0,0,0,470,80,390,500,390,72,1,39,5,1,11,0,2
2.02E+13,3,30,0,0,0,0,30,90,90,0,0,0,0,450,450,0,0,0,0,420,450,42,1,43,1,1,16,3,2
2.02E+13,7,74,0,0,0,0,74,0,0,0,30,30,0,0,0,0,443,443,0,420,473,74,1,39,2,1,14,0,2
2.02E+13,1,680,0,0,0,0,680,0,0,0,0,0,0,0,0,0,120,0,120,465,175,22,1,40,5,1,1,0,10
2.02E+13,1,120,120,0,0,0,0,0,0,0,0,0,0,840,390,450,90,0,90,360,30,59,2,43,1,1,16,0,4
2.02E+13,1,120,120,0,0,0,0,0,0,0,0,0,0,665,665,0,45,45,0,425,185,23,1,40,1,1,16,0,3
2.02E+13,7,0,0,0,0,0,0,60,60,0,0,0,0,0,0,0,375,375,0,560,445,68,1,41,5,1,9,0,1
2.02E+13,6,45,0,0,0,0,45,0,0,0,70,55,15,0,0,0,190,10,180,685,450,22,1,43,1,1,15,0,3
2.02E+13,4,95,85,0,0,0,10,30,30,0,0,0,0,450,0,450,165,0,165,510,190,34,1,40,1,1,15,0,2
2.02E+13,1,80,0,0,0,0,80,0,0,0,0,0,0,0,0,0,30,30,0,420,910,31,2,44,5,1,15,1,2
2.02E+13,4,195,0,0,0,0,195,2,2,0,0,0,0,533,533,0,0,0,0,25,685,48,2,44,1,1,15,3,1
2.02E+13,1,15,15,0,0,0,0,0,0,0,0,0,0,345,0,345,150,0,150,660,270,76,1,39,1,1,12,0,2
2.02E+13,2,86,63,0,0,0,23,30,30,0,0,0,0,504,210,294,115,30,85,535,170,30,1,43,1,1,13,0,2
2.02E+13,2,44,0,0,0,20,24,120,0,120,0,0,0,0,0,0,220,40,180,767,289,15,2,35,5,1,15,1,2
2.02E+13,7,50,0,0,0,0,50,60,0,60,0,0,0,0,0,0,420,0,420,540,370,63,1,40,5,1,15,0,2
2.02E+13,1,20,0,0,0,0,20,0,0,0,20,0,20,120,120,0,180,0,180,505,595,50,2,46,1,1,16,1,4
2.02E+13,5,40,0,0,0,0,40,30,30,0,0,0,0,0,0,0,400,120,280,510,460,63,1,43,1,1,14,0,2
2.02E+13,5,0,0,0,0,0,0,60,60,0,50,0,50,453,0,453,210,0,210,397,270,59,2,43,1,1,16,0,2
2.02E+13,1,130,0,30,0,0,100,0,0,0,180,120,60,0,0,0,180,0,180,390,560,17,1,36,1,1,15,2,2
2.02E+13,7,45,0,0,0,0,45,0,0,0,30,0,30,0,0,0,270,0,270,550,545,37,2,40,2,1,14,3,2
2.02E+13,1,49,0,0,0,0,49,0,0,0,210,60,150,0,0,0,0,0,0,450,731,28,2,43,1,1,14,0,2
2.02E+13,7,24,0,0,0,7,17,160,0,160,40,40,0,0,0,0,0,0,0,1086,130,15,1,35,5,1,11,2,1
2.02E+13,7,90,0,0,0,0,90,0,0,0,0,0,0,0,0,0,245,0,245,615,490,31,1,43,1,1,16,2,2
2.02E+13,7,0,0,0,0,0,0,30,0,30,0,0,0,0,0,0,150,90,60,705,555,23,2,43,1,1,12,0,2
2.02E+13,4,75,0,0,0,0,75,0,0,0,0,0,0,0,0,0,60,60,0,510,795,16,2,35,5,1,13,1,3
2.02E+13,7,75,0,0,0,0,75,50,50,0,0,0,0,0,0,0,419,0,419,609,287,62,1,46,1,1,16,0,2
2.02E+13,3,57,25,0,0,0,32,105,45,60,0,0,0,605,125,480,0,0,0,330,343,35,2,44,1,1,16,1,2
2.02E+13,7,117,0,0,0,0,117,0,0,0,0,0,0,0,0,0,285,90,195,473,565,67,2,39,5,1,11,0,2
2.02E+13,7,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,580,120,460,480,350,48,1,46,1,1,16,1,2
2.02E+13,2,205,60,0,0,0,145,40,40,0,0,0,0,480,480,0,150,150,0,300,265,53,1,40,1,1,14,0,1
2.02E+13,3,100,45,0,0,0,55,0,0,0,0,0,0,405,405,0,150,0,150,660,125,35,1,42,1,1,14,2,2
2.02E+13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,310,0,540,590,68,2,39,5,1,4,0,1
2.02E+13,5,100,0,100,0,0,0,90,90,0,0,0,0,480,480,0,200,40,160,462,108,43,2,44,1,1,16,0,2
2.02E+13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1015,1015,0,240,185,50,1,42,5,1,13,0,1
2.02E+13,7,165,0,0,0,0,165,0,0,0,60,60,0,0,0,0,408,408,0,495,312,31,1,32,1,1,3,0,1
2.02E+13,1,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,130,130,0,750,550,28,1,38,1,1,12,1,1
2.02E+13,7,53,0,17,0,0,36,0,0,0,120,0,120,0,0,0,455,0,455,363,449,32,2,39,5,1,16,2,0
2.02E+13,4,85,30,0,0,0,55,0,0,0,0,0,0,750,60,690,0,0,0,325,280,40,1,43,1,1,14,1,2
2.02E+13,4,70,40,0,0,30,0,105,105,0,0,0,0,750,20,730,0,0,0,450,65,40,1,40,1,1,14,2,2
2.02E+13,7,120,0,0,0,0,120,0,0,0,0,0,0,0,0,0,180,180,0,840,300,62,2,39,5,1,4,0,3
2.02E+13,7,50,0,0,0,0,50,30,0,30,0,0,0,0,0,0,360,0,360,530,470,57,1,43,5,1,14,0,2
2.02E+13,5,0,0,0,0,0,0,0,0,0,70,0,70,0,0,0,470,20,450,525,375,79,2,39,5,1,9,0,3
2.02E+13,7,50,0,0,0,0,50,50,0,50,0,0,0,120,60,60,110,0,110,570,540,35,1,46,1,1,11,2,2
2.02E+13,3,40,20,0,0,0,20,0,0,0,30,0,30,695,695,0,220,90,130,360,95,43,1,39,1,1,14,2,2
2.02E+13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,285,120,930,105,33,2,40,5,1,7,2,1
2.02E+13,4,45,0,0,0,0,45,0,0,0,0,0,0,0,0,0,135,135,0,895,365,63,1,37,5,1,1,0,1
2.02E+13,6,146,120,0,0,0,26,0,0,0,0,0,0,505,0,505,197,0,197,390,202,48,1,42,1,1,16,2,2
2.02E+13,1,55,0,0,0,15,40,150,150,0,0,0,0,0,0,0,455,455,0,510,270,40,2,43,1,1,16,0,1
2.02E+13,1,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,620,410,210,375,425,42,2,39,2,5,11,3,2
2.02E+13,1,45,0,25,0,0,20,0,0,0,150,150,0,0,0,0,470,45,425,535,240,62,1,40,1,1,16,0,3
2.02E+13,7,75,0,0,0,30,45,90,0,90,0,0,0,0,0,0,140,0,140,570,565,42,2,42,1,1,14,3,3
2.02E+13,7,0,0,0,0,0,0,0,0,0,780,780,0,0,0,0,0,0,0,540,120,19,1,40,1,1,15,0,3
2.02E+13,4,145,45,0,0,0,100,0,0,0,0,0,0,325,0,325,120,120,0,343,507,77,2,40,1,1,5,0,1
2.02E+13,4,60,0,20,0,0,40,20,20,0,0,0,0,0,0,0,225,60,165,560,575,16,2,35,5,1,15,1,1
2.02E+13,6,295,45,0,0,0,250,0,0,0,0,0,0,440,440,0,75,75,0,285,345,54,1,44,1,1,16,0,1
2.02E+13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670,670,0,660,110,28,1,44,1,1,15,0,3
2.02E+13,7,130,0,0,0,90,40,100,30,70,20,20,0,0,0,0,240,240,0,530,420,62,2,46,1,1,16,0,1
2.02E+13,7,0,0,0,0,0,0,150,0,150,0,0,0,0,0,0,180,60,120,610,500,73,2,46,5,1,12,0,3
2.02E+13,7,50,0,0,0,0,50,90,90,0,0,0,0,0,0,0,303,180,123,450,547,60,2,43,1,1,16,0,1
2.02E+13,6,44,0,7,0,10,27,140,140,0,0,0,0,0,0,0,146,0,146,517,593,69,2,43,5,1,14,0,2
2.02E+13,1,48,0,0,0,8,40,0,0,0,0,0,0,0,0,0,28,0,28,1075,289,22,2,41,1,1,13,2,3
2.02E+13,7,75,75,0,0,0,0,60,0,60,0,0,0,375,0,375,340,0,340,510,80,45,1,39,1,1,16,1,1
2.02E+13,7,35,0,0,0,0,35,0,0,0,0,0,0,0,0,0,492,180,312,625,288,66,2,39,1,1,13,0,2
2.02E+13,7,75,0,0,0,0,75,0,0,0,0,0,0,0,0,0,470,0,470,537,358,20,2,40,1,1,13,0,2
