CASEID,DIARYDAY,TRAVEL_DUR,TRAVEL_WORK_DUR,TRAVEL_SOCO_DUR,TRAVEL_ENT_DUR,TRAVEL_EXE_DUR,OTHER_TRAVEL_DUR,EXE_DUR,ALONE_EXE_DUR,GROUP_EXE_DUR,INT_DUR,ALONE_INT_DUR,GROUP_INT_DUR,WORK_DUR,ALONE_WORK_DUR,GROUP_WORK_DUR,LEI_DUR,ALONE_LEI_DUR,GROUP_LEI_DUR,SLEEP_DUR,OTHER_DUR,AGE,SEX,EDU,EMP_STAT,HOUSE,INC,CHILDREN,ADULT
2.02E+13,2,0,0,0,0,0,0,0,0,0,60,60,0,0,0,0,900,900,0,390,90,73,1,39,5,1,3,0,1
2.02E+13,4,81,0,0,0,35,46,60,60,0,15,15,0,0,0,0,584,584,0,565,135,60,1,40,5,1,10,0,1
2.02E+13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,100,360,580,400,80,2,40,5,1,13,0,2
2.02E+13,1,77,0,0,0,0,77,0,0,0,0,0,0,0,0,0,260,140,120,862,241,37,2,43,1,1,10,0,1
2.02E+13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,340,0,840,260,85,2,39,5,1,15,0,3
2.02E+13,1,10,0,10,0,0,0,0,0,0,180,180,0,0,0,0,355,90,265,445,450,75,1,40,5,1,10,0,2
2.02E+13,7,80,0,0,0,0,80,0,0,0,0,0,0,0,0,0,365,210,155,620,375,44,1,39,1,1,16,1,2
2.02E+13,7,160,30,0,0,0,130,0,0,0,0,0,0,45,0,45,238,0,238,435,562,47,2,42,1,1,15,1,4
2.02E+13,4,40,30,0,0,0,10,50,50,0,0,0,0,520,0,520,90,90,0,450,290,50,2,43,1,1,13,0,3
2.02E+13,4,40,0,40,0,0,0,60,60,0,0,0,0,0,0,0,60,0,60,430,850,59,2,40,1,1,8,0,3
2.02E+13,3,0,0,0,0,0,0,30,30,0,270,270,0,0,0,0,185,185,0,270,685,73,2,39,5,1,5,0,1
2.02E+13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,210,540,690,60,1,40,1,1,13,0,2
2.02E+13,1,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,30,30,0,670,700,35,1,43,1,1,13,0,1
2.02E+13,7,100,0,30,0,0,70,0,0,0,0,0,0,0,0,0,580,0,580,480,280,71,2,42,5,1,10,0,2
2.02E+13,5,60,60,0,0,0,0,0,0,0,0,0,0,685,685,0,100,100,0,540,55,63,1,41,1,1,14,0,2
2.02E+13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,0,540,660,240,36,2,46,1,1,16,1,2
2.02E+13,1,565,0,0,0,0,565,0,0,0,0,0,0,0,0,0,0,0,0,625,250,62,2,42,1,1,15,0,3
2.02E+13,7,160,0,0,0,0,160,0,0,0,0,0,0,0,0,0,340,30,310,625,315,52,2,44,1,1,15,2,2
2.02E+13,3,0,0,0,0,0,0,45,45,0,75,75,0,580,580,0,0,0,0,540,200,26,2,46,1,1,15,0,2
2.02E+13,7,129,0,0,0,0,129,0,0,0,0,0,0,0,0,0,472,472,0,210,629,44,2,38,5,1,6,1,1
2.02E+13,2,65,0,0,0,0,65,10,10,0,120,120,0,0,0,0,110,90,20,550,585,26,1,43,5,1,1,0,2
2.02E+13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230,210,52,2,41,5,1,14,0,2
2.02E+13,1,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,10,10,0,495,910,33,2,43,1,1,15,2,2
2.02E+13,3,35,35,0,0,0,0,0,0,0,0,0,0,735,240,495,0,0,0,490,180,32,1,44,1,1,12,0,5
2.02E+13,2,0,0,0,0,0,0,0,0,0,240,0,240,0,0,0,330,0,330,480,390,47,1,43,1,1,15,1,2
2.02E+13,4,30,30,0,0,0,0,0,0,0,0,0,0,670,670,0,135,30,105,510,95,70,1,37,1,1,16,0,3
2.02E+13,1,135,0,0,0,0,135,0,0,0,0,0,0,0,0,0,570,0,570,570,165,27,2,43,1,1,15,0,2
2.02E+13,1,74,0,0,0,74,0,60,60,0,156,156,0,0,0,0,0,0,0,630,520,24,1,43,1,1,15,0,3
2.02E+13,2,60,0,0,0,0,60,0,0,0,15,0,15,440,440,0,165,0,165,460,300,35,1,44,1,1,16,1,2
2.02E+13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655,0,655,720,65,85,2,39,5,1,13,0,2
2.02E+13,7,30,0,0,0,0,30,0,0,0,20,20,0,60,60,0,790,790,0,390,150,60,1,40,1,1,1,0,1
2.02E+13,7,50,0,50,0,0,0,0,0,0,270,270,0,0,0,0,370,95,275,660,90,56,2,40,5,1,8,0,3
2.02E+13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,160,0,1110,170,62,2,44,1,1,11,0,1
2.02E+13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,0,370,510,560,35,1,39,1,1,13,1,2
2.02E+13,4,90,90,0,0,0,0,0,0,0,0,0,0,795,0,795,0,0,0,465,90,52,2,43,1,1,16,0,3
2.02E+13,3,55,0,0,0,55,0,725,725,0,0,0,0,0,0,0,100,0,100,480,80,34,1,43,1,1,15,1,2
2.02E+13,7,101,0,24,0,0,77,0,0,0,20,20,0,0,0,0,242,77,165,569,508,50,2,43,1,1,14,1,2
2.02E+13,2,85,0,0,0,0,85,0,0,0,0,0,0,0,0,0,505,295,210,675,175,80,1,40,5,1,11,0,1
2.02E+13,7,30,0,10,0,0,20,0,0,0,0,0,0,0,0,0,645,0,645,480,285,64,1,44,1,1,15,0,2
2.02E+13,3,70,40,0,0,30,0,60,60,0,0,0,0,640,640,0,0,0,0,610,60,40,1,43,1,1,16,3,2
2.02E+13,2,102,42,0,0,0,60,20,20,0,30,30,0,348,0,348,105,20,85,485,350,37,1,46,1,1,16,2,2
2.02E+13,6,60,0,0,0,0,60,60,60,0,0,0,0,440,440,0,75,15,60,490,315,58,2,44,1,1,12,0,3
2.02E+13,1,45,5,0,0,0,40,0,0,0,0,0,0,180,180,0,0,0,0,760,455,36,2,42,1,1,15,2,4
2.02E+13,3,35,35,0,0,0,0,0,0,0,0,0,0,620,0,620,140,0,140,480,165,37,2,46,1,1,16,0,2
2.02E+13,6,90,0,0,0,0,90,180,0,180,120,0,120,0,0,0,150,120,30,540,360,66,2,44,5,1,12,0,2
2.02E+13,3,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,400,0,400,665,325,66,2,39,5,1,5,0,2
2.02E+13,4,50,15,0,0,0,35,0,0,0,30,0,30,500,500,0,95,0,95,464,301,36,2,44,1,1,15,1,2
2.02E+13,1,60,0,0,0,0,60,60,0,60,0,0,0,0,0,0,540,420,120,397,383,70,1,44,5,1,15,0,2
2.02E+13,7,0,0,0,0,0,0,60,0,60,0,0,0,0,0,0,240,0,240,725,415,56,2,40,5,1,15,0,4
2.02E+13,1,20,0,0,0,0,20,45,45,0,0,0,0,0,0,0,300,120,180,530,545,67,2,40,5,1,16,0,2
2.02E+13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690,510,180,620,130,40,2,39,5,1,5,0,2
2.02E+13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665,0,665,710,65,52,2,39,5,1,14,0,2
2.02E+13,1,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,760,760,0,510,150,74,1,39,5,1,12,0,2
2.02E+13,1,20,0,0,0,20,0,340,0,340,0,0,0,0,0,0,180,0,180,390,510,54,1,39,1,1,15,0,2
2.02E+13,7,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,235,235,0,500,665,68,2,43,1,1,8,0,1
2.02E+13,2,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,540,330,210,580,270,85,2,39,5,1,9,0,2
2.02E+13,4,60,60,0,0,0,0,0,0,0,180,180,0,630,630,0,0,0,0,430,140,25,1,39,1,1,13,0,3
2.02E+13,7,62,0,1,0,0,61,0,0,0,0,0,0,0,0,0,448,60,388,652,278,64,2,44,5,1,16,0,2
2.02E+13,6,249,29,0,0,0,220,0,0,0,0,0,0,181,181,0,125,0,125,612,273,43,2,39,1,1,8,1,2
2.02E+13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,500,0,890,50,66,2,42,1,1,11,0,1
2.02E+13,7,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,300,0,300,660,440,35,2,39,1,1,15,4,2
2.02E+13,1,0,0,0,0,0,0,0,0,0,124,124,0,0,0,0,171,100,71,501,644,76,1,46,5,1,13,0,2
2.02E+13,1,120,0,60,0,0,60,180,0,180,0,0,0,0,0,0,435,60,375,600,105,42,1,43,2,1,15,1,2
2.02E+13,7,135,0,0,0,10,125,60,20,40,0,0,0,0,0,0,345,150,195,425,475,79,2,46,5,1,12,0,2
2.02E+13,6,80,0,0,0,0,80,0,0,0,0,0,0,0,0,0,75,75,0,660,625,23,2,43,1,5,15,1,2
2.02E+13,7,68,18,3,0,15,32,120,0,120,120,120,0,341,0,341,120,0,120,463,208,21,1,35,1,1,9,0,5
2.02E+13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,240,1035,165,18,2,39,2,1,6,1,1
2.02E+13,7,131,5,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,407,902,19,2,39,5,1,8,0,2
2.02E+13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705,0,705,300,435,19,2,38,2,1,11,1,1
2.02E+13,7,32,15,0,0,0,17,0,0,0,0,0,0,530,530,0,55,55,0,630,193,19,2,40,1,1,15,1,3
2.02E+13,7,137,0,0,0,0,137,0,0,0,0,0,0,0,0,0,395,285,110,630,278,17,2,36,1,1,16,3,2
2.02E+13,1,30,30,0,0,0,0,0,0,0,0,0,0,420,420,0,105,0,105,685,200,21,2,40,1,1,13,1,5
2.02E+13,1,55,0,0,0,0,55,0,0,0,120,0,120,0,0,0,210,0,210,849,206,22,1,43,1,1,16,0,3
2.02E+13,5,50,10,0,0,0,40,0,0,0,10,0,10,595,0,595,90,0,90,540,155,18,1,39,1,1,10,0,3
2.02E+13,6,225,45,20,0,20,140,90,0,90,120,0,120,50,50,0,120,0,120,320,515,19,1,42,1,1,16,0,3
2.02E+13,7,120,120,0,0,0,0,0,0,0,0,0,0,570,0,570,270,0,270,480,0,21,1,39,1,1,13,0,2
2.02E+13,7,97,30,5,0,0,62,0,0,0,0,0,0,581,0,581,70,20,50,542,150,24,2,39,1,1,13,0,2
2.02E+13,6,100,0,0,0,0,100,0,0,0,0,0,0,120,120,0,210,90,120,610,400,21,1,40,1,1,4,0,3
2.02E+13,1,0,0,0,0,0,0,60,0,60,0,0,0,0,0,0,608,0,608,720,52,21,1,39,1,1,14,0,2
2.02E+13,1,34,0,0,0,0,34,65,0,65,60,60,0,0,0,0,220,120,100,658,403,17,1,36,5,1,10,3,4
2.02E+13,6,150,75,40,0,0,35,0,0,0,0,0,0,403,0,403,61,0,61,525,301,22,1,39,1,1,10,1,2
2.02E+13,4,82,20,0,0,0,62,0,0,0,0,0,0,288,0,288,0,0,0,625,445,18,2,39,1,1,11,2,4
2.02E+13,6,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,420,140,280,480,500,15,2,36,5,1,8,1,1
2.02E+13,7,30,0,5,0,0,25,135,135,0,360,300,60,0,0,0,180,0,180,575,160,17,1,37,4,1,13,2,2
2.02E+13,5,30,20,0,0,0,10,30,30,0,0,0,0,400,0,400,120,120,0,640,220,19,2,40,1,1,16,1,3
2.02E+13,2,40,10,0,0,0,30,0,0,0,0,0,0,510,510,0,170,0,170,500,220,25,1,40,1,1,4,0,2
2.02E+13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,930,18,2,39,5,1,13,0,4
2.02E+13,7,50,0,0,0,0,50,0,0,0,30,0,30,0,0,0,60,45,15,630,670,20,2,40,1,1,16,0,4
2.02E+13,2,55,30,0,0,0,25,0,0,0,0,0,0,690,0,690,15,0,15,540,140,22,2,40,1,1,13,1,4
2.02E+13,7,90,0,0,0,0,90,0,0,0,0,0,0,0,0,0,30,0,30,930,390,22,2,40,1,1,10,1,0
2.02E+13,1,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,485,915,23,2,39,2,1,4,0,1
2.02E+13,3,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,60,0,60,570,780,24,1,32,4,1,7,3,3
2.02E+13,7,29,29,0,0,0,0,0,0,0,75,75,0,597,597,0,248,248,0,465,26,25,1,39,1,1,13,0,3
2.02E+13,5,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,550,550,0,530,354,57,2,42,5,1,4,0,2
2.02E+13,1,62,0,0,0,0,62,84,84,0,90,90,0,0,0,0,90,0,90,504,610,68,2,39,1,1,12,0,2
2.02E+13,6,115,0,0,0,0,115,0,0,0,80,80,0,0,0,0,250,160,90,570,425,73,2,39,5,1,13,0,2
2.02E+13,4,70,0,0,0,0,70,0,0,0,10,10,0,0,0,0,311,221,90,460,589,71,2,39,5,1,14,0,2
2.02E+13,1,0,0,0,0,0,0,0,0,0,180,180,0,0,0,0,670,670,0,525,65,35,1,38,5,1,13,2,4
2.02E+13,7,0,0,0,0,0,0,60,60,0,60,60,0,0,0,0,420,420,0,510,390,85,2,39,5,1,7,0,1
2.02E+13,3,50,0,0,0,0,50,0,0,0,0,0,0,510,0,510,180,15,165,510,190,32,1,39,1,1,11,3,2
2.02E+13,7,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,620,620,0,660,140,35,2,45,4,1,14,0,2
2.02E+13,7,95,0,0,0,0,95,0,0,0,0,0,0,90,0,90,110,0,110,568,577,40,1,40,1,1,15,2,2
2.02E+13,1,130,0,75,0,0,55,0,0,0,0,0,0,0,0,0,300,0,300,600,410,34,2,43,1,1,16,2,2
2.02E+13,6,80,0,0,0,0,80,0,0,0,0,0,0,0,0,0,30,0,30,535,795,25,1,43,5,1,13,0,4
2.02E+13,2,30,0,0,0,0,30,60,0,60,0,0,0,0,0,0,400,0,400,690,260,33,1,39,2,1,10,0,5
2.02E+13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,750,575,115,48,2,39,5,1,8,0,3
2.02E+13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,330,0,870,240,70,2,39,5,1,7,0,2
2.02E+13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540,540,0,810,90,70,1,39,5,1,5,0,1
2.02E+13,5,65,0,30,0,0,35,0,0,0,0,0,0,0,0,0,380,0,380,485,510,29,2,43,1,1,15,0,2
2.02E+13,2,0,0,0,0,0,0,20,0,20,60,60,0,0,0,0,590,490,100,600,170,85,2,34,5,1,5,0,1
2.02E+13,7,30,0,0,0,0,30,60,60,0,0,0,0,0,0,0,520,520,0,660,170,64,1,40,5,1,2,0,1
2.02E+13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,180,505,755,80,2,43,5,1,11,0,2
2.02E+13,1,60,10,30,0,0,20,0,0,0,0,0,0,205,0,205,430,175,255,565,180,55,1,39,1,1,10,1,1
2.02E+13,7,30,30,0,0,0,0,0,0,0,30,30,0,705,90,615,0,0,0,285,390,33,1,44,1,1,15,0,1
2.02E+13,1,0,0,0,0,0,0,0,0,0,240,240,0,0,0,0,480,390,90,570,150,53,1,44,1,1,16,0,2
2.02E+13,4,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,150,90,60,688,552,38,2,41,5,1,12,0,2
2.02E+13,5,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,460,310,150,640,320,85,2,43,5,1,15,0,3
2.02E+13,6,145,20,0,0,0,125,0,0,0,0,0,0,510,510,0,185,185,0,360,240,64,2,44,1,1,8,0,1
2.02E+13,7,115,0,0,0,0,115,0,0,0,0,0,0,0,0,0,255,0,255,560,510,46,1,39,1,1,15,2,2
2.02E+13,3,100,60,0,0,0,40,0,0,0,0,0,0,600,0,600,0,0,0,470,270,39,2,43,1,1,12,3,1
2.02E+13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,240,720,480,49,1,39,1,1,13,2,2
2.02E+13,4,598,370,0,0,0,228,0,0,0,0,0,0,375,0,375,35,0,35,335,97,40,1,43,1,1,16,0,1
2.02E+13,1,0,0,0,0,0,0,0,0,0,480,480,0,0,0,0,60,60,0,640,260,38,1,39,1,1,10,0,2
2.02E+13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,780,0,645,15,25,1,39,5,1,12,0,2
2.02E+13,7,0,0,0,0,0,0,120,60,60,0,0,0,0,0,0,390,0,390,435,495,38,1,43,1,1,16,2,2
2.02E+13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665,665,0,690,85,35,1,39,1,1,13,0,1
2.02E+13,6,62,0,0,0,20,42,145,90,55,20,0,20,0,0,0,365,0,365,558,290,68,2,43,5,1,15,0,2
2.02E+13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,400,0,600,440,80,1,34,1,1,11,0,2
2.02E+13,7,90,0,0,0,0,90,0,0,0,0,0,0,0,0,0,240,0,240,475,635,28,1,43,1,1,15,2,1
2.02E+13,2,40,0,0,0,0,40,0,0,0,0,0,0,480,480,0,50,0,50,510,360,42,2,43,1,1,16,2,2
2.02E+13,4,30,0,0,0,30,0,60,0,60,0,0,0,0,0,0,425,150,275,570,355,67,2,41,5,1,11,0,2
2.02E+13,7,120,0,0,0,0,120,0,0,0,0,0,0,0,0,0,300,240,60,630,390,80,2,33,5,1,7,0,1
2.02E+13,5,40,0,0,0,0,40,20,20,0,0,0,0,0,0,0,220,220,0,720,440,61,2,39,1,1,6,0,1
2.02E+13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,240,210,370,620,66,2,43,5,1,14,0,2
2.02E+13,2,25,0,0,0,0,25,0,0,0,0,0,0,510,510,0,120,0,120,535,250,31,2,40,1,1,12,2,2
2.02E+13,1,58,0,0,0,0,58,0,0,0,0,0,0,0,0,0,120,0,120,416,846,25,2,43,2,1,16,2,1
2.02E+13,1,10,0,0,0,0,10,120,120,0,0,0,0,0,0,0,225,225,0,690,395,48,1,40,1,1,12,0,3
2.02E+13,7,100,90,0,0,0,10,0,0,0,0,0,0,285,0,285,420,0,420,560,75,52,1,45,1,1,15,0,2
2.02E+13,3,80,0,20,0,0,60,30,30,0,75,75,0,0,0,0,385,130,255,405,465,66,2,44,5,1,16,0,2
2.02E+13,7,105,65,15,0,0,25,0,0,0,0,0,0,440,0,440,140,0,140,485,270,39,2,42,1,1,14,3,3
2.02E+13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,300,270,675,195,67,1,39,5,5,9,0,2
2.02E+13,1,30,0,0,0,30,0,120,0,120,90,0,90,0,0,0,550,120,430,580,70,78,1,43,5,1,13,0,2
2.02E+13,5,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,240,240,0,540,640,26,2,40,1,1,12,0,1
2.02E+13,5,68,0,0,0,0,68,50,50,0,0,0,0,595,595,0,30,30,0,496,201,45,2,43,1,1,15,1,1
2.02E+13,3,10,10,0,0,0,0,30,30,0,0,0,0,625,625,0,65,20,45,540,170,57,1,40,1,1,15,0,2
2.02E+13,5,272,120,0,0,0,152,0,0,0,0,0,0,545,0,545,200,0,200,366,57,49,2,44,1,1,16,1,2
2.02E+13,1,8,0,8,0,0,0,45,45,0,0,0,0,180,180,0,507,0,507,480,220,51,2,43,1,1,13,1,1
2.02E+13,2,0,0,0,0,0,0,0,0,0,10,10,0,465,465,0,330,150,180,540,95,34,2,43,1,1,15,0,2
2.02E+13,7,85,25,0,0,0,60,0,0,0,0,0,0,515,515,0,0,0,0,565,275,34,1,43,1,1,15,2,2
2.02E+13,3,25,10,0,0,0,15,0,0,0,80,80,0,325,0,325,130,20,110,440,440,39,1,43,1,1,13,3,2
2.02E+13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,180,150,570,540,61,2,43,1,1,15,0,2
2.02E+13,4,60,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,830,550,31,2,39,5,1,10,0,2
2.02E+13,7,70,0,0,0,0,70,0,0,0,10,0,10,0,0,0,365,0,365,405,590,45,2,41,5,1,16,1,4
2.02E+13,1,10,0,0,0,0,10,135,135,0,0,0,0,0,0,0,605,605,0,590,100,70,1,44,5,1,14,0,1
2.02E+13,1,0,0,0,0,0,0,0,0,0,270,0,270,30,0,30,480,0,480,600,60,52,1,43,1,1,15,1,2
2.02E+13,7,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,515,305,210,390,510,31,2,43,1,1,14,0,1
2.02E+13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,445,0,480,515,75,2,39,5,1,11,0,1
2.02E+13,1,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,270,90,180,660,460,32,2,43,1,1,10,2,1
2.02E+13,4,10,0,0,0,0,10,0,0,0,120,120,0,0,0,0,595,595,0,480,235,69,1,42,5,1,11,0,1
2.02E+13,7,80,0,0,0,0,80,0,0,0,0,0,0,0,0,0,285,285,0,570,505,75,2,39,5,1,9,0,1
2.02E+13,1,10,0,0,0,0,10,0,0,0,60,0,60,0,0,0,335,0,335,600,435,51,1,42,5,1,14,0,2
2.02E+13,7,0,0,0,0,0,0,30,30,0,180,180,0,0,0,0,340,340,0,600,290,80,2,44,5,1,15,0,1
2.02E+13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1025,1025,0,180,235,68,2,39,5,1,13,0,2
2.02E+13,4,70,50,0,0,0,20,0,0,0,0,0,0,0,0,0,195,0,195,510,665,61,1,43,1,1,14,0,2
2.02E+13,5,30,30,0,0,0,0,0,0,0,0,0,0,720,720,0,360,360,0,100,230,53,1,39,1,1,16,0,2
2.02E+13,6,60,0,0,0,0,60,0,0,0,0,0,0,0,0,0,508,0,508,630,242,68,1,39,5,1,10,0,2
2.02E+13,4,24,7,0,0,0,17,15,15,0,103,103,0,600,0,600,63,0,63,510,125,28,1,43,1,1,15,2,2
2.02E+13,6,210,180,0,0,0,30,0,0,0,0,0,0,240,0,240,395,395,0,390,205,45,1,39,1,1,9,0,1
2.02E+13,7,90,35,0,0,0,55,0,0,0,15,15,0,360,0,360,250,250,0,420,305,69,1,46,1,1,16,0,1
2.02E+13,6,80,10,0,0,0,70,0,0,0,0,0,0,655,150,505,60,60,0,420,225,57,2,43,1,1,14,0,1
2.02E+13,1,120,0,0,0,0,120,0,0,0,0,0,0,0,0,0,360,360,0,930,30,56,1,39,5,1,2,1,2
2.02E+13,4,125,0,0,60,0,65,0,0,0,190,190,0,0,0,0,240,0,240,570,315,65,2,43,5,1,16,0,2
2.02E+13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,600,540,300,39,1,39,1,1,12,0,2
2.02E+13,7,0,0,0,0,0,0,45,45,0,0,0,0,0,0,0,300,0,300,540,555,69,2,43,5,1,15,0,2
2.02E+13,3,6,0,0,0,0,6,0,0,0,150,150,0,0,0,0,330,0,330,630,324,69,1,44,5,1,16,0,2
2.02E+13,7,90,0,0,0,0,90,0,0,0,0,0,0,0,0,0,345,0,345,510,495,62,2,39,5,5,11,1,0
2.02E+13,4,40,0,0,0,0,40,0,0,0,0,0,0,510,510,0,120,60,60,600,170,55,1,39,1,1,15,0,4
2.02E+13,6,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,120,50,70,420,870,65,1,46,1,1,14,0,2
2.02E+13,1,46,0,0,0,0,46,0,0,0,0,0,0,0,0,0,199,0,199,600,595,46,2,43,5,1,15,4,2
2.02E+13,5,120,27,0,0,0,93,0,0,0,0,0,0,462,0,462,73,28,45,461,324,39,1,43,1,1,16,2,2
2.02E+13,1,390,0,0,0,0,390,0,0,0,0,0,0,0,0,0,360,0,360,597,93,61,2,40,1,1,11,0,2
2.02E+13,1,180,0,0,120,60,0,60,60,0,0,0,0,0,0,0,240,240,0,540,420,79,1,43,5,1,12,0,1
2.02E+13,7,0,0,0,0,0,0,90,45,45,175,175,0,0,0,0,585,300,285,480,110,77,1,43,5,1,13,0,2
2.02E+13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,240,810,390,80,1,43,5,1,14,0,2
2.02E+13,7,285,0,0,0,0,285,0,0,0,70,50,20,0,0,0,420,0,420,330,335,69,2,40,1,1,6,0,1
2.02E+13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,250,1160,42,2,42,5,1,12,2,3
2.02E+13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,185,530,725,59,2,39,2,5,13,1,3
2.02E+13,4,58,0,15,0,0,43,45,45,0,0,0,0,0,0,0,135,120,15,315,887,76,2,40,5,1,13,0,2
2.02E+13,1,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,320,0,320,660,450,27,2,43,1,1,12,2,1
2.02E+13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705,705,0,540,195,72,2,39,5,1,1,0,1
2.02E+13,3,0,0,0,0,0,0,0,0,0,0,0,0,576,576,0,0,0,0,550,314,63,2,40,1,1,15,0,2
2.02E+13,7,10,0,0,0,0,10,0,0,0,260,0,260,0,0,0,425,180,245,540,205,75,1,43,5,1,7,0,2
2.02E+13,4,40,20,0,0,0,20,60,60,0,0,0,0,360,0,360,180,0,180,420,380,53,2,39,1,1,1,0,3
2.02E+13,5,25,0,0,0,0,25,0,0,0,10,10,0,646,646,0,300,180,120,135,324,31,1,41,1,1,15,2,-1
2.02E+13,2,20,0,0,0,0,20,90,90,0,60,0,60,0,0,0,525,45,480,540,205,64,1,40,5,1,13,0,2
2.02E+13,6,100,0,0,0,0,100,0,0,0,5,5,0,0,0,0,348,348,0,555,432,80,1,40,5,1,14,0,1
2.02E+13,6,8,0,4,0,0,4,0,0,0,0,0,0,0,0,0,538,339,199,540,354,66,1,40,5,1,3,0,1
2.02E+13,3,60,0,5,0,0,55,260,0,260,0,0,0,0,0,0,420,384,36,460,240,75,1,43,5,1,16,0,2
2.02E+13,3,45,35,0,0,0,10,0,0,0,20,20,0,550,0,550,165,10,155,445,215,49,1,44,1,1,16,0,2
2.02E+13,1,80,0,30,0,0,50,60,0,60,0,0,0,0,0,0,540,0,540,525,235,65,2,39,1,1,16,0,2
2.02E+13,4,51,0,0,0,0,51,0,0,0,90,90,0,0,0,0,465,330,135,480,354,76,2,43,5,1,16,0,2
2.02E+13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,420,0,540,480,76,2,40,5,1,7,0,2
2.02E+13,6,75,0,0,0,0,75,20,20,0,0,0,0,0,0,0,0,0,0,555,790,25,2,43,1,1,15,0,2
2.02E+13,1,105,0,0,0,0,105,0,0,0,60,60,0,0,0,0,185,185,0,710,380,29,1,38,1,1,13,0,5
2.02E+13,7,130,60,0,0,0,70,0,0,0,0,0,0,240,240,0,180,120,60,470,420,52,1,35,1,1,9,2,2
2.02E+13,1,30,0,0,0,0,30,0,0,0,90,90,0,310,310,0,375,0,375,450,185,55,1,43,5,1,15,0,2
2.02E+13,1,90,0,0,0,0,90,0,0,0,0,0,0,0,0,0,240,0,240,785,325,39,2,39,2,1,12,3,2
2.02E+13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,750,570,120,59,1,41,1,1,15,0,2
2.02E+13,3,96,0,0,0,30,66,180,180,0,0,0,0,0,0,0,210,60,150,510,444,68,1,44,5,1,15,0,2
2.02E+13,7,0,0,0,0,0,0,0,0,0,330,0,330,0,0,0,630,0,630,450,30,37,1,39,4,1,14,1,2
